u0	731.123	732.771
u1	742.193	743.288
u2	787.596	791.463
u3	778.783	781.293
u4	770.127	771.277
u5	762.805	764.902
u6	798.112	799.892
u7	802.881	804.414
u8	814.247	818.029
u9	839.173	843.025
u10	823.947	829.01
u11	850.733	856.786
u100	833.225	832.86
u101	818.458	816.396
u102	825.41	825.531
u103	825.778	824.349
u104	863.51	861.665
u105	823.579	822.488
u106	888.638	890.37
u107	845.727	845.967
u108	827.252	826.594
u109	898.567	899.703
u110	925.929	929.035
u111	883.796	884.688
