0.0317326 7196.89 908.852 0.131706 5.95382e-09 
0.0317346 7196.89 908.852 0.131706 5.95382e-09 
0.0317306 7196.89 908.852 0.131706 5.95382e-09 
0.0317335 7196.89 908.852 0.131706 5.95382e-09 
0.0317317 7196.89 908.852 0.131706 5.95382e-09 
0.0317326 7197.18 908.852 0.131706 5.95382e-09 
0.0317326 7196.59 908.852 0.131706 5.95382e-09 
0.0317326 7197.09 908.852 0.131706 5.95382e-09 
0.0317326 7196.68 908.852 0.131706 5.95382e-09 
0.0317326 7196.89 908.893 0.131706 5.95382e-09 
0.0317326 7196.89 908.811 0.131706 5.95382e-09 
0.0317326 7196.89 908.852 0.131701 5.95382e-09 
0.0317326 7196.89 908.852 0.131711 5.95382e-09 
0.0317326 7196.89 908.852 0.131689 5.95382e-09 
0.0317326 7196.89 908.852 0.131722 5.95382e-09 
0.0317326 7196.89 908.852 0.131706 4.49334e-09 
0.0317326 7196.89 908.852 0.131706 6.80495e-09 
0.0308282 7296.98 872.023 0.131425 1.19282e-09 
0.0308289 7296.98 872.023 0.131425 1.19282e-09 
0.0308274 7296.98 872.023 0.131425 1.19282e-09 
0.0308282 7297.16 872.023 0.131425 1.19282e-09 
0.0308282 7296.81 872.023 0.131425 1.19282e-09 
0.0308282 7296.98 872.06 0.131425 1.19282e-09 
0.0308282 7296.98 871.987 0.131425 1.19282e-09 
0.0308282 7296.98 872.023 0.131407 1.19282e-09 
0.0308282 7296.98 872.023 0.131443 1.19282e-09 
0.0308282 7296.98 872.023 0.131391 1.19282e-09 
0.0308282 7296.98 872.023 0.131458 1.19282e-09 
0.0308282 7296.98 872.023 0.131425 2.33349e-09 
0.0308282 7296.98 872.023 0.131425 3.80594e-10 
0.0312414 7555.67 832.788 0.131449 4.99229e-09 
0.031242 7555.67 832.788 0.131449 4.99229e-09 
0.0312407 7555.67 832.788 0.131449 4.99229e-09 
0.0312414 7555.83 832.788 0.131449 4.99229e-09 
0.0312414 7555.52 832.788 0.131449 4.99229e-09 
0.0312414 7555.67 832.821 0.131449 4.99229e-09 
0.0312414 7555.67 832.755 0.131449 4.99229e-09 
0.0312414 7555.67 832.788 0.131419 4.99229e-09 
0.0312414 7555.67 832.788 0.131478 4.99229e-09 
0.0312414 7555.67 832.788 0.131449 3.93573e-09 
0.0312414 7555.67 832.788 0.131449 5.8936e-09 
0.0312414 7555.67 832.788 0.131449 3.3142e-09 
0.0312414 7555.67 832.788 0.131449 6.29645e-09 
0.0308875 7518.53 819.826 0.131489 6.0473e-09 
0.0300477 7429.76 789.079 0.131581 6.86663e-09 
0.0300483 7429.76 789.079 0.131581 6.86663e-09 
0.0300471 7429.76 789.079 0.131581 6.86663e-09 
0.0300477 7429.91 789.079 0.131581 6.86663e-09 
0.0300477 7429.62 789.079 0.131581 6.86663e-09 
0.0300477 7429.76 789.11 0.131581 6.86663e-09 
0.0300477 7429.76 789.049 0.131581 6.86663e-09 
0.0300477 7429.76 789.079 0.131545 6.86663e-09 
0.0300477 7429.76 789.079 0.131617 6.86663e-09 
0.0300477 7429.76 789.079 0.131559 6.86663e-09 
0.0300477 7429.76 789.079 0.131603 6.86663e-09 
0.0300477 7429.76 789.079 0.131581 6.76646e-09 
0.0300477 7429.76 789.079 0.131581 6.13396e-09 
0.0301303 7426.8 786.832 0.131661 6.82152e-09 
0.0301201 7427.16 787.108 0.131652 6.82771e-09 
0.0301207 7427.16 787.108 0.131652 6.82771e-09 
0.0301195 7427.16 787.108 0.131652 6.82771e-09 
0.0301201 7427.3 787.108 0.131652 6.82771e-09 
0.0301201 7427.02 787.108 0.131652 6.82771e-09 
0.0301201 7427.16 787.139 0.131652 6.82771e-09 
0.0301201 7427.16 787.077 0.131652 6.82771e-09 
0.0301201 7427.16 787.108 0.131631 6.82771e-09 
0.0301201 7427.16 787.108 0.131672 6.82771e-09 
0.0301201 7427.16 787.108 0.13162 6.82771e-09 
0.0301201 7427.16 787.108 0.131683 6.82771e-09 
0.0301201 7427.16 787.108 0.131652 6.81671e-09 
0.0301201 7427.16 787.108 0.131652 6.0154e-09 
0.0301037 7429.68 785.625 0.131669 6.73801e-09 
0.0301019 7429.95 785.466 0.131671 6.72675e-09 
0.0301025 7429.95 785.466 0.131671 6.72675e-09 
0.0301013 7429.95 785.466 0.131671 6.72675e-09 
0.0301019 7430.09 785.466 0.131671 6.72675e-09 
0.0301019 7429.81 785.466 0.131671 6.72675e-09 
0.0301019 7429.95 785.497 0.131671 6.72675e-09 
0.0301019 7429.95 785.435 0.131671 6.72675e-09 
0.0301019 7429.95 785.466 0.131639 6.72675e-09 
0.0301019 7429.95 785.466 0.131701 6.72675e-09 
0.0301019 7429.95 785.466 0.131671 6.88804e-09 
0.0301019 7429.95 785.466 0.131671 5.76687e-09 
0.0301005 7429.71 785.441 0.131686 6.71397e-09 
0.0300948 7428.76 785.34 0.131745 6.65907e-09 
0.0300833 7426.83 785.137 0.131848 6.5298e-09 
0.0300839 7426.83 785.137 0.131848 6.5298e-09 
0.0300828 7426.83 785.137 0.131848 6.5298e-09 
0.0300833 7426.96 785.137 0.131848 6.5298e-09 
0.0300833 7426.69 785.137 0.131848 6.5298e-09 
0.0300833 7426.83 785.168 0.131848 6.5298e-09 
0.0300833 7426.83 785.106 0.131848 6.5298e-09 
0.0300833 7426.83 785.137 0.131826 6.5298e-09 
0.0300833 7426.83 785.137 0.131868 6.5298e-09 
0.0300833 7426.83 785.137 0.131848 6.92963e-09 
0.0300833 7426.83 785.137 0.131848 5.3796e-09 
0.0300876 7427.66 785.225 0.131929 6.34095e-09 
0.0300975 7429.59 785.427 0.131999 5.78757e-09 
0.030098 7429.59 785.427 0.131999 5.78757e-09 
0.0300969 7429.59 785.427 0.131999 5.78757e-09 
0.0300975 7429.73 785.427 0.131999 5.78757e-09 
0.0300975 7429.46 785.427 0.131999 5.78757e-09 
0.0300975 7429.59 785.458 0.131999 5.78757e-09 
0.0300975 7429.59 785.396 0.131999 5.78757e-09 
0.0300975 7429.59 785.427 0.132 5.78757e-09 
0.0300975 7429.59 785.427 0.131997 5.78757e-09 
0.0300975 7429.59 785.427 0.131999 6.73602e-09 
0.0300975 7429.59 785.427 0.131999 4.27047e-09 
0.0300995 7429.68 785.466 0.132 5.79988e-09 
0.0300992 7429.67 785.46 0.132 5.79823e-09 
0.0300998 7429.67 785.46 0.132 5.79823e-09 
0.0300987 7429.67 785.46 0.132 5.79823e-09 
0.0300992 7429.81 785.46 0.132 5.79823e-09 
0.0300992 7429.53 785.46 0.132 5.79823e-09 
0.0300992 7429.67 785.492 0.132 5.79823e-09 
0.0300992 7429.67 785.429 0.132 5.79823e-09 
0.0300992 7429.67 785.46 0.131999 5.79823e-09 
0.0300992 7429.67 785.46 0.132 5.79823e-09 
0.0300992 7429.67 785.46 0.132 6.74074e-09 
0.0300992 7429.67 785.46 0.132 4.28446e-09 
0.0300991 7429.64 785.458 0.132 5.73312e-09 
0.030099 7429.61 785.456 0.132 5.6644e-09 
0.030099 7429.61 785.457 0.132 5.67214e-09 
0.0300996 7429.61 785.457 0.132 5.67214e-09 
0.0300985 7429.61 785.457 0.132 5.67214e-09 
0.030099 7429.75 785.457 0.132 5.67214e-09 
0.030099 7429.47 785.457 0.132 5.67214e-09 
0.030099 7429.61 785.488 0.132 5.67214e-09 
0.030099 7429.61 785.425 0.132 5.67214e-09 
0.030099 7429.61 785.457 0.132 5.67214e-09 
0.030099 7429.61 785.457 0.131999 5.67214e-09 
0.030099 7429.61 785.457 0.132 6.68254e-09 
0.030099 7429.61 785.457 0.132 4.12136e-09 
0.0300991 7429.61 785.457 0.132 5.54935e-09 
0.0300991 7429.62 785.457 0.132 5.01833e-09 
0.0300992 7429.65 785.459 0.132 3.51145e-09 
0.0300996 7429.72 785.464 0.132 9.11343e-11 
0.0301 7429.78 785.469 0.132 1.55653e-09 
0.0301002 7429.72 785.464 0.132 9.11343e-11 
0.0300991 7429.72 785.464 0.132 9.11343e-11 
0.0300996 7429.86 785.464 0.132 9.11343e-11 
0.0300996 7429.58 785.464 0.132 9.11343e-11 
0.0300996 7429.72 785.496 0.132 9.11343e-11 
0.0300996 7429.72 785.433 0.132 9.11343e-11 
0.0300996 7429.72 785.464 0.132 9.11343e-11 
0.0300996 7429.72 785.464 0.131999 9.11343e-11 
0.0300996 7429.72 785.464 0.132 8.82644e-10 
0.0300996 7429.72 785.464 0.132 1.25665e-10 
0.0300993 7429.66 785.459 0.132 3.70652e-10 
0.0300994 7429.69 785.461 0.132 6.30337e-11 
0.0301 7429.69 785.461 0.132 6.30337e-11 
0.0300989 7429.69 785.461 0.132 6.30337e-11 
0.0300994 7429.82 785.461 0.132 6.30337e-11 
0.0300994 7429.55 785.461 0.132 6.30337e-11 
