465.894 0.0295958 7417.29 1.38529
478.927 0.0300444 7426.91 6.83558
483.278 0.030185 7429.38 6.74733
480.704 0.0300885 7430.12 6.82993
469.326 0.0297169 7420.26 6.87935
503.196 0.0307529 7442.51 6.7298
477.858 0.030019 7424.63 6.82576
485.972 0.0302746 7430.04 6.78823
476.363 0.029959 7425.39 6.91505
454.387 0.0291466 7402.14 6.95508
465.689 0.0295945 7415.54 6.86605
488.529 0.0303369 7433.94 6.73722
478.559 0.0300322 7426.71 6.83032
475.225 0.0299245 7423.85 1.27337
508.055 0.0308911 7444.02 6.70635
476.198 0.0299508 7425.71 6.84267
472.98 0.0298368 7424.29 6.8718
482.757 0.0301678 7429.19 6.80883
499.756 0.0306763 7438.09 6.73029
486.648 0.0302853 7432 6.79293
480.366 0.030096 7426.99 6.81695
471.475 0.0297998 7420.71 6.86813
477.49 0.0300024 7425.13 6.83134
483.459 0.0301628 7433.73 1.3847
514.579 0.0310842 7444.33 6.66799
463.561 0.029518 7412.96 6.92477
480.206 0.0300882 7427.33 6.81995
513.52 0.0310458 7445.27 6.6791
487.449 0.0303105 7432.36 6.76581
475.322 0.0299307 7423.6 6.84245
474.596 0.0299015 7423.87 6.87181
499.067 0.0306533 7438.25 6.73573
477.921 0.0300201 7424.84 6.82632
473.554 0.0298758 7421.5 6.84721
489.508 0.030336 7438.84 6.80616
492.437 0.0304682 7433.84 6.80494
506.974 0.0309058 7437.23 6.62425
495.365 0.0305383 7437.69 6.75825
478.137 0.0299832 7431.84 6.85717
484.702 0.0302308 7430.01 6.81887
468.342 0.0296836 7419.15 6.87152
509.712 0.0309424 7443.88 6.69528
468.901 0.0296943 7421.16 6.88796
489.882 0.0304017 7430.95 6.76366
459.576 0.0293614 7409.04 6.92261
492.008 0.0304414 7435.73 6.77221
470.001 0.0297373 7421.35 6.90613
476.219 0.0299377 7427.91 6.85617
496.066 0.0305589 7437.98 6.71956
485.379 0.030242 7431.93 6.80222
472.954 0.0298373 7424.06 6.86525
473.786 0.0298465 7427.68 6.87624
480.715 0.0300967 7428.91 6.82374
483.649 0.0301988 7429.25 6.80215
493.886 0.0305129 7434.28 6.70803
504.598 0.0308234 7438.67 6.70156
500.506 0.030684 7440.37 6.73674
475.79 0.0299491 7423.49 6.83752
469.729 0.0297366 7419.68 6.87262
475.691 0.0299347 7425.24 6.84715
475.466 0.0299277 7425.02 6.79292
470.196 0.0297392 7422.36 6.88188
470.975 0.0297571 7424.47 6.88533
509.849 0.0309451 7444.07 6.6954
485.052 0.0302242 7432.91 6.80966
474.632 0.0299067 7423.25 6.84633
477.533 0.0299734 7429.96 6.83103
467.154 0.0296508 7416.4 1.38516
479.649 0.030073 7426.52 6.82043
490.452 0.030395 7434.93 6.77939
472.675 0.029834 7422.83 6.88072
483.872 0.0301855 7432.53 6.87443
478.069 0.0300126 7426.96 6.83565
485.71 0.0302582 7431.2 6.796
485.638 0.0302445 7432.92 6.80521
494.494 0.0305154 7436.89 6.82709
477.092 0.0299702 7427.93 6.84882
493.46 0.0304741 7437.97 6.77304
492.982 0.0304707 7436.18 6.76742
501.372 0.0307474 7435.02 6.70444
463.803 0.0295113 7415.99 6.91229
484.061 0.0301862 7433.42 6.81993
479.4 0.0300492 7428.89 6.83457
475.285 0.0299331 7422.95 6.81923
470.593 0.0297687 7420.08 6.85458
485.803 0.0302495 7433.02 6.80444
482.517 0.0301411 7432 6.78658
491.345 0.0304336 7433.6 6.76626
508.9 0.0308788 7448.95 6.65041
471.452 0.0297813 7423.63 6.87664
509.182 0.0309312 7443.21 6.69527
476.466 0.0299589 7426.02 6.84448
453.002 0.0290722 7402.63 6.98826
470.482 0.0297733 7418.52 6.85983
489.826 0.0303589 7437.14 6.77555
502.006 0.0307334 7440.05 6.72522
491.096 0.0304182 7434.69 6.80013
487.788 0.0303015 7435.44 6.80168
495.89 0.0305612 7436.82 6.74303
477.642 0.0299751 7430.32 6.85632
455.008 0.0291702 7403.65 6.94944
482.685 0.0301512 7431.37 6.82027
475.091 0.0299208 7423.8 6.84513
474.735 0.0298963 7425.59 6.85725
468.724 0.0296924 7420.29 6.88522
457.399 0.0292433 7411.68 6.96122
475.802 0.0299266 7427.17 6.85615
516.737 0.0311259 7447.21 6.63589
464.494 0.0295488 7414.65 6.91905
459.24 0.0293364 7410.73 6.94028
461.684 0.0294351 7413.01 6.90052
486.086 0.0302546 7433.73 6.80589
460.623 0.029388 7412.87 6.93041
473.393 0.0298458 7425.43 6.86819
457.402 0.0292646 7408.01 1.38563
482.077 0.0301371 7430.21 6.81937
483.438 0.0301766 7431.56 6.81544
486.52 0.0302693 7433.77 6.80279
503.137 0.0307598 7441.29 1.38372
472.496 0.0298201 7423.96 6.8708
494.302 0.0304866 7440.11 6.76258
483.122 0.0301719 7430.56 6.83779
483.32 0.0301857 7429.51 6.82925
470.238 0.0297489 7421.03 6.89231
474.059 0.0298767 7424.59 6.93979
478.746 0.0300426 7426.12 6.82583
471.414 0.0297877 7422.2 1.38501
467.919 0.0296403 7423.35 6.90856
478.307 0.0300226 7426.77 6.83275
478.436 0.0300209 7427.78 6.83677
481.513 0.0301268 7428.67 6.81613
482.241 0.0301476 7429.49 6.81442
474.912 0.0299142 7423.77 6.87889
468.39 0.0296805 7420.01 6.9312
471.712 0.0297959 7422.91 6.87065
463.329 0.0294935 7415.5 6.91897
494.374 0.0305127 7436.7 6.72958
503.288 0.030781 7438.94 6.71134
479.432 0.0300409 7430.34 6.84143
456.475 0.029216 7408.63 7.06654
472.065 0.0298143 7422.17 6.86367
485.191 0.0302142 7435.12 6.81976
476.488 0.0299686 7424.56 6.85721
490.837 0.030409 7434.78 6.77579
483.298 0.0301793 7430.38 6.81056
508.847 0.030915 7444.04 6.70148
467.03 0.0296267 7419.63 6.89826
495.164 0.0305423 7436.13 6.89388
473.379 0.0298524 7424.28 6.85562
476.829 0.029965 7427.21 6.85317
466.935 0.0296303 7418.36 6.90038
505.118 0.0308168 7441.9 6.71433
479.207 0.03005 7427.64 6.82965
492.657 0.0304673 7435.09 6.73695
481.647 0.030138 7427.64 6.8099
509.548 0.0309451 7442.82 6.69105
522.718 0.0313335 7442.57 6.57637
486.116 0.0302784 7430.22 6.78805
483.904 0.0302009 7430.34 6.8314
473.293 0.0298527 7423.7 6.86041
477.277 0.0299778 7427.83 6.84674
473.711 0.0298695 7423.58 6.85321
473.506 0.0298405 7426.93 6.87488
485.841 0.0302367 7435.12 6.81482
481.39 0.0301147 7429.89 6.82325
486.803 0.0302929 7431.66 6.79135
487.387 0.030271 7437.83 6.81688
469.523 0.0297263 7420.02 6.8763
474.726 0.0298933 7426.02 6.85946
472.082 0.0298045 7423.89 6.86635
478.115 0.0300181 7426.34 6.8143
488.414 0.0303416 7432.63 6.78279
463.524 0.0295166 7412.94 6.89978
481.316 0.0301062 7430.78 6.82837
477.004 0.0299626 7428.61 6.85302
495.403 0.030545 7436.88 6.75956
486.59 0.0302705 7433.95 6.80318
482.039 0.0301362 7430.14 6.81934
476.755 0.0299625 7427.17 6.84784
475.809 0.0299307 7426.58 6.85294
487.34 0.0302966 7433.9 6.81564
487.236 0.0303042 7432.19 6.78727
491.767 0.0304369 7435.24 6.77138
474.216 0.0298778 7425.37 6.86068
481.696 0.0301235 7430.21 6.82239
499.298 0.0306472 7440.16 1.38389
467.064 0.02964 7417.61 6.88772
472.835 0.0298373 7423.32 6.86255
481.625 0.0301079 7432.19 6.83286
479.017 0.0300329 7429.23 6.81747
477.615 0.0299805 7429.35 6.85158
497.07 0.0305907 7438.09 6.71544
470.262 0.0297391 7422.81 6.88348
479.392 0.0300503 7428.67 6.83334
489.186 0.03036 7433.81 6.78299
473.96 0.0298911 7421.55 6.84374
478.294 0.0300087 7428.89 6.84351
467.881 0.02966 7419.94 6.89155
468.76 0.0296885 7421.17 6.90585
494.67 0.0305295 7435.65 6.81571
503.375 0.0307658 7441.49 6.7235
483.332 0.0301747 7431.28 6.81481
467.184 0.0296409 7418.32 6.89008
477.255 0.0299695 7428.99 1.38485
497.567 0.0306111 7437.42 6.74176
485.715 0.0302605 7430.87 6.7943
485.147 0.0302308 7432.42 6.80646
472.245 0.029804 7424.98 6.86164
486.735 0.0302849 7432.54 6.79769
488.718 0.0303538 7432.32 6.77902
500.461 0.0306814 7440.54 6.75224
494.536 0.0305258 7435.57 6.80679
473.606 0.0298647 7423.73 6.8577
477.878 0.0300052 7427.04 1.38485
499.367 0.0306442 7440.9 6.74703
467.912 0.0296596 7420.21 6.89261
486.718 0.0302708 7434.57 6.80921
491.285 0.0304384 7432.54 6.7614
484.392 0.0302237 7429.42 6.81303
468.481 0.0296829 7420.22 6.88717
481.008 0.0300954 7430.75 6.83064
489.469 0.0303685 7433.95 6.78164
476.719 0.0299732 7425.24 6.87234
486.425 0.0302531 7435.68 6.81319
476.327 0.0299261 7430.29 6.84508
496.367 0.0305565 7439.72 6.76156
502.262 0.0307157 7443.6 6.7414
469.938 0.0297408 7420.38 6.87421
479.701 0.0300586 7429.13 6.83307
510.693 0.0309747 7443.49 6.68732
487.371 0.0303 7433.56 6.79527
465.352 0.0295729 7416.81 1.38534
501.371 0.0307079 7440.83 6.6997
482.379 0.0301433 7430.9 6.82143
480.784 0.0301031 7428.29 6.82006
487.883 0.0303286 7431.84 6.78281
484.767 0.0302269 7430.96 6.80211
511.983 0.0310255 7441.79 6.67103
474.549 0.0299006 7423.74 6.84952
481.866 0.0301223 7431.33 6.84165
499.685 0.0306365 7443.32 6.73579
485.1 0.0302214 7433.58 6.87687
495.895 0.0305681 7435.81 6.7356
495.889 0.0305493 7438.55 6.75895
490.79 0.0304163 7433.42 6.76936
489.14 0.0303619 7433.27 6.78337
476.657 0.0299598 7427.02 6.84786
509.718 0.0309471 7443.26 6.69218
465.439 0.0295767 7416.81 6.89877
480.513 0.0300781 7430.66 6.83421
481.298 0.0301167 7429.04 6.81973
466.707 0.029618 7418.84 6.91269
472.291 0.0298224 7422.28 6.86219
493.488 0.0304891 7435.92 6.76251
473.99 0.0298779 7423.96 6.85247
467.222 0.0296406 7418.64 6.89356
466.907 0.0296296 7418.29 6.89265
471.592 0.0297954 7422.21 6.86823
474.004 0.02987 7425.33 6.85989
472.713 0.0298334 7423.17 6.8649
468.337 0.0296733 7420.83 6.89167
471.219 0.0297784 7422.6 1.3851
475.579 0.0299297 7425.35 6.94085
488.601 0.0303478 7432.64 6.7815
473.439 0.0298575 7423.83 6.86357
491.346 0.030435 7433.4 6.79769
512.632 0.0310199 7445.21 6.68747
483.383 0.0301803 7430.69 6.80909
460.235 0.0293784 7411.44 6.92744
523.269 0.0313303 7445.19 6.62196
485.764 0.0302479 7433.07 6.80502
476.119 0.0299434 7426.43 6.88476
497.352 0.0306019 7437.76 6.82805
482.484 0.0301545 7429.75 6.81383
471.45 0.0298121 7418.41 6.85987
490.74 0.0304045 7434.96 6.68183
469.507 0.0296963 7424.75 6.92389
478.302 0.0300113 7428.52 6.84159
495.085 0.0305402 7436.05 6.65569
488.043 0.0303291 7432.61 6.78589
472.885 0.0298306 7424.72 6.84281
462.785 0.0294701 7415.41 6.91547
464.59 0.0295462 7415.83 6.90337
471.088 0.0297795 7421.56 6.86952
466.766 0.0296231 7418.4 6.89458
502.281 0.0307401 7440.32 6.72475
473.546 0.0298464 7426.25 6.8711
489.476 0.0303689 7433.94 6.78155
473.847 0.0298656 7425.07 6.86237
477.963 0.030009 7426.9 6.83624
477.124 0.029983 7426.1 6.85504
467.922 0.0296509 7421.69 6.926
483.559 0.0301918 7429.85 6.80587
492.224 0.0304579 7434.34 6.76364
470.664 0.0297652 7421.15 6.87137
478.526 0.030021 7428.31 6.83864
470.39 0.0297488 7422.05 6.87839
493.502 0.0304993 7434.44 6.72296
495.944 0.0305659 7436.38 6.74768
507.439 0.0308669 7444.77 6.67072
468.826 0.0296934 7420.8 6.88691
472.398 0.0298266 7422.28 6.85711
464.887 0.0295632 7415.06 6.90453
492.864 0.0304645 7436.52 6.77282
467.896 0.0296648 7419.23 6.92134
481.802 0.030127 7430.26 6.82181
490.432 0.0303845 7436.4 6.79815
481.818 0.0301229 7430.99 6.82533
473.334 0.0298386 7426.2 6.85251
486.341 0.0302598 7434.25 1.38445
485.789 0.0302628 7430.91 6.79393
491.916 0.0304261 7437.53 6.78189
471.786 0.0298021 7422.38 6.84693
496.76 0.0305954 7435.91 6.73972
485.456 0.030245 7431.89 6.80141
462.811 0.0294765 7414.52 6.91518
474.496 0.0298975 7423.9 6.84354
470.062 0.0297501 7419.65 6.8695
493.15 0.0304698 7437.12 6.77096
489.468 0.0303293 7439.59 6.81028
481.031 0.0301004 7430.1 6.82719
476.304 0.0299392 7428.17 6.85675
454.574 0.0291513 7403.07 6.95147
484.669 0.0302041 7433.92 6.81775
475.3 0.0299356 7422.63 6.8413
517.697 0.0311638 7445.92 6.65751
503.319 0.0307649 7441.38 6.72329
477.878 0.0299911 7429.23 1.38481
486.623 0.0302757 7433.34 6.79985
481.349 0.0301115 7430.15 6.82487
496.561 0.0305804 7437.19 6.73751
484.392 0.0302127 7431.15 6.80592
468.766 0.0296817 7422.32 6.89529
465.209 0.0295649 7417.15 1.38529
472.924 0.0298399 7423.46 6.86244
498.808 0.0306485 7437.74 6.70388
476.86 0.0299765 7425.56 6.83881
475.18 0.0299103 7426.06 6.85444
499.675 0.0306613 7439.86 6.73974
484.241 0.030223 7428.7 6.79479
498.012 0.0306146 7438.98 6.74653
484.848 0.0302199 7432.49 6.80914
492.989 0.0304729 7435.88 6.7659
481.836 0.0301217 7431.26 6.82657
496.027 0.0305739 7435.59 6.48145
482.217 0.0301558 7428.04 6.7979
478.565 0.0300309 7426.95 6.83146
471.548 0.029785 7423.64 6.87582
481.013 0.0301079 7428.83 6.82004
491.123 0.030404 7436.91 6.78447
488.767 0.0303424 7434.33 6.7825
483.91 0.0302007 7430.4 6.7823
498.731 0.0306495 7437.23 6.69488
497.905 0.0306152 7438.39 6.75392
488.279 0.0303166 7435.69 6.79926
491.008 0.0304195 7434.04 6.77089
472.45 0.0298232 7423.17 6.86524
471.983 0.0297866 7426.08 6.88424
470.421 0.0297423 7423.31 6.88454
504.272 0.0307713 7444.53 6.73301
473.671 0.0298838 7420.91 6.84305
486.814 0.0302802 7433.66 6.79997
474.355 0.0298801 7425.86 6.86193
480.795 0.0300828 7431.49 6.83615
476.504 0.0299602 7426.02 6.86165
460.598 0.0293888 7412.53 6.93068
484.197 0.0301982 7432.32 6.81364
480.727 0.0301002 7428.41 6.82117
481.284 0.0301121 7429.72 6.8647
485.677 0.0302493 7432.4 6.78161
473.328 0.0298541 7423.69 6.86003
477.856 0.0299963 7428.28 6.8403
492.514 0.030447 7437.38 6.75805
467.176 0.0296331 7419.58 6.86377
479.788 0.0300603 7429.36 6.84311
485.285 0.0302087 7436.36 6.82542
493.228 0.0304748 7436.77 6.76864
466.969 0.029632 7418.32 6.94851
480.723 0.0300943 7429.31 6.82575
482.291 0.0301434 7430.41 6.81866
496.921 0.0305554 7442.32 6.77099
485.136 0.0302387 7431.15 6.80014
496.135 0.0305676 7437.06 6.7436
476.201 0.0299371 7427.9 1.38488
468.846 0.0297051 7418.98 6.87743
495.396 0.0305367 7438.06 6.75992
485.489 0.0302506 7431.2 6.77614
469.272 0.0296934 7423.72 6.88619
482.625 0.0301615 7429.44 6.81114
483.929 0.0301783 7433.89 6.82342
478.572 0.0300142 7429.6 6.84485
476.79 0.0299736 7425.59 6.83957
498.607 0.0306328 7439.1 6.7431
466.87 0.0296237 7419.02 6.8967
471.207 0.0297841 7421.58 6.86851
499.743 0.0306656 7439.56 6.73776
510.274 0.0309518 7444.89 6.69692
501.553 0.0307088 7441.51 6.73552
469.77 0.0297357 7420.1 6.87438
499.659 0.0306766 7437.59 6.69502
504.481 0.0307977 7441.82 6.69141
475.11 0.0298961 7427.85 6.87038
