1115	7257	7288	4715	2855	1751	1270	2047	2258
2249	17936	17463	9672	5315	2887	1536	1002	668
2649	21128	20007	10415	5407	2701	1478	932	506
1781	14946	13918	7141	3463	1842	956	537	307
690	5639	5185	2663	1250	633	333	206	140	
